200 32344
19 188 3
175 54 2
177 173 3
152 167 3
86 3 1
3 21 2
141 134 3
52 197 1
159 158 2
189 67 3
165 70 3
137 45 2
58 160 3
182 174 1
97 78 2
109 13 3
169 119 3
194 54 2
60 47 3
26 63 2
170 19 2
118 135 3
177 29 3
1 83 2
119 81 3
23 15 1
69 120 3
37 65 3
9 137 1
128 108 2
183 81 3
61 172 1
77 57 2
95 157 3
47 56 2
146 147 2
93 70 3
107 128 1
178 68 2
77 29 3
151 70 1
116 87 2
149 49 3
81 102 1
111 101 2
182 129 3
137 134 1
4 18 2
131 173 3
193 80 2
56 24 2
69 44 3
157 100 1
69 27 2
98 26 3
71 140 2
83 163 2
47 97 3
169 186 3
163 188 2
135 129 3
175 88 1
44 69 3
118 67 3
140 146 3
114 18 2
75 14 3
151 24 3
137 8 2
59 125 3
79 40 3
194 13 2
94 31 3
41 62 1
137 56 3
104 147 3
1 3 1
98 156 3
62 192 3
181 112 1
109 199 2
161 72 3
87 135 1
163 123 2
146 90 3
199 192 2
41 147 2
101 56 3
27 59 1
112 24 2
187 86 3
113 86 1
183 59 2
16 66 3
101 89 2
162 117 2
144 9 3
118 60 3
144 170 2
2 82 3
55 115 3
181 77 3
154 147 3
160 66 1
102 159 2
50 173 3
186 65 3
195 34 2
22 124 3
37 55 3
4 87 2
159 176 3
82 22 1
160 59 3
103 129 3
105 20 3
114 142 2
166 195 3
88 121 2
75 101 3
96 25 3
185 3 1
9 156 2
25 170 3
79 140 3
167 92 2
181 149 3
4 42 3
165 38 2
3 180 3
166 131 2
40 80 2
86 39 3
66 164 1
83 79 2
132 85 3
180 14 3
124 106 2
158 192 3
148 38 1
191 39 3
172 106 3
76 118 2
41 189 2
153 46 3
3 12 3
8 75 2
193 49 3
134 7 1
15 158 2
116 81 3
120 185 2
71 123 2
88 35 3
12 81 2
24 114 2
131 140 3
19 108 1
38 124 2
86 108 3
177 119 2
49 76 2
92 111 3
87 174 1
199 79 2
113 199 3
177 93 1
50 176 2
26 197 3
171 15 1
2 6 2
46 111 3
170 121 3
10 23 2
48 154 3
137 179 1
165 191 2
9 29 3
1 93 1
153 87 2
37 82 3
152 146 2
165 99 2
154 42 3
130 183 1
189 2 2
162 39 3
76 139 2
56 50 2
92 25 3
3 67 2
109 90 2
8 95 3
7 93 3
181 185 2
123 63 3
52 130 3
28 49 3
122 28 3
187 188 2
171 145 2
107 10 3
84 82 3
143 184 3
45 103 3
101 8 2
44 106 2
187 150 3
42 81 1
52 60 2
36 160 3
171 86 3
153 127 2
40 149 3
191 81 1
55 169 2
11 42 3
70 52 1
67 54 2
162 138 3
187 143 1
167 197 2
81 154 3
134 146 1
100 158 2
86 20 3
20 25 3
121 199 2
156 188 3
127 155 3
168 68 2
67 159 3
91 152 1
141 9 2
164 87 3
189 123 2
36 146 3
65 138 3
19 177 1
30 141 3
121 195 3
85 33 1
166 52 3
129 151 3
39 184 1
110 75 2
131 159 3
2 124 1
160 5 2
37 73 3
98 153 3
180 2 2
127 30 3
89 105 1
183 123 2
26 98 3
67 64 3
129 51 3
92 73 3
48 24 2
18 101 3
131 78 3
69 48 2
119 90 2
75 189 3
180 23 3
197 167 2
72 42 3
116 172 1
9 176 2
73 158 3
14 164 1
165 197 2
26 194 3
35 160 3
138 191 2
125 198 3
119 76 1
80 180 2
145 112 3
5 189 1
18 21 2
55 73 3
56 117 1
103 29 3
78 187 3
125 123 3
92 86 2
8 26 3
30 25 1
184 161 3
147 98 3
194 51 1
49 155 2
17 187 3
170 43 2
180 60 3
103 192 3
42 153 2
41 51 2
8 82 3
192 106 2
139 35 3
183 66 3
2 30 2
175 111 2
145 54 3
125 179 3
145 181 2
121 5 3
24 190 1
146 138 2
73 14 3
44 6 1
127 152 3
21 200 3
98 182 1
129 187 2
31 103 3
195 138 3
185 45 2
51 112 3
142 113 3
102 50 3
138 71 3
13 116 1
115 129 2
32 125 3
85 154 3
131 117 2
80 133 3
138 196 1
3 23 3
170 84 3
197 106 1
164 75 2
193 89 3
125 55 3
5 75 3
63 181 3
37 67 3
87 129 2
45 19 3
132 92 1
160 139 2
41 131 3
158 23 1
190 184 2
49 107 3
63 68 3
132 141 2
16 17 3
108 154 3
58 105 2
142 170 3
144 158 3
180 113 2
159 70 3
133 78 3
104 79 2
43 21 3
69 74 1
136 84 2
92 102 3
151 50 2
104 143 3
133 21 3
12 115 1
74 44 2
163 94 3
133 45 1
87 155 2
16 56 3
182 98 1
137 34 3
111 179 3
94 6 2
67 191 2
13 68 3
118 25 1
163 85 3
193 195 3
20 178 3
67 91 2
34 26 3
165 14 1
120 67 2
133 88 3
124 38 2
98 104 3
150 64 3
117 66 1
5 70 2
172 196 3
79 11 2
106 14 2
65 198 3
137 178 1
35 173 3
52 28 3
145 134 1
38 98 2
195 111 3
99 110 1
56 20 2
62 73 3
186 163 3
101 4 2
89 134 3
195 95 2
189 124 3
128 195 3
159 27 1
76 190 3
125 23 3
199 6 1
60 20 2
165 186 3
91 155 1
46 42 3
174 24 3
169 98 3
17 149 2
60 152 3
158 189 1
78 97 2
134 171 3
30 194 2
117 155 2
45 158 3
52 55 1
44 67 3
179 188 3
84 7 3
40 7 2
160 49 3
48 10 1
107 44 2
99 161 3
147 168 1
20 116 2
196 41 3
14 76 2
62 135 3
76 74 3
150 190 2
7 179 2
138 78 3
1 149 1
22 112 3
9 13 3
111 135 1
78 33 3
172 33 3
101 102 1
189 117 2
146 60 3
14 5 1
121 51 2
150 105 3
165 118 1
47 19 2
28 168 3
67 39 2
76 19 2
37 93 3
116 89 1
168 86 2
196 128 3
192 44 2
134 58 3
150 54 3
90 190 1
72 93 2
74 169 3
192 151 1
102 83 3
5 141 3
50 43 1
120 65 2
53 183 3
59 171 1
179 147 3
76 59 3
178 197 1
156 181 2
111 169 3
109 177 1
44 137 2
28 61 3
138 57 2
39 31 2
175 74 3
165 83 2
110 13 3
140 61 3
85 168 2
102 94 3
195 140 3
172 91 3
83 162 2
139 60 3
156 29 1
21 91 2
178 55 3
123 47 3
198 67 2
173 188 3
160 114 1
8 162 3
54 58 3
28 73 2
36 104 2
174 172 3
62 121 1
138 185 2
192 43 3
39 29 1
57 138 2
57 18 3
45 60 3
119 155 2
135 160 3
90 144 3
56 182 3
46 147 3
184 58 1
170 108 2
63 44 3
61 8 1
5 42 2
33 127 3
118 35 1
154 5 2
151 170 3
96 42 2
180 20 3
25 91 3
153 147 2
23 125 3
60 17 3
124 119 2
33 184 2
46 102 3
136 138 3
12 90 2
9 200 3
129 86 1
115 108 2
175 77 3
3 113 1
15 153 2
175 129 3
34 170 3
108 92 3
1 100 3
23 183 1
77 112 2
160 193 3
72 114 1
14 117 2
186 188 3
49 112 1
43 11 2
92 11 3
130 15 1
5 160 2
45 147 3
141 31 1
136 4 3
187 160 3
196 15 1
47 79 2
95 84 3
79 164 1
28 82 2
121 28 3
54 79 3
166 136 2
164 122 3
161 116 1
89 109 2
58 155 3
95 43 1
101 118 2
94 30 3
44 110 2
170 152 2
43 161 3
9 199 1
80 99 3
119 150 3
32 75 1
57 170 3
107 192 3
50 78 1
118 114 2
34 65 3
172 129 3
38 14 3
194 200 3
37 151 3
118 27 2
106 24 3
51 115 2
63 166 2
148 137 3
66 58 1
53 150 3
62 7 3
124 184 3
111 62 2
99 95 3
156 166 1
61 28 3
60 79 3
82 108 3
81 44 2
171 196 3
150 163 3
147 112 3
43 64 3
154 76 1
177 131 2
65 13 3
45 34 2
197 26 3
155 18 3
124 162 2
185 177 2
37 45 3
89 149 1
141 42 2
2 74 3
39 137 2
66 179 2
131 154 3
174 84 3
94 198 2
145 20 3
78 170 3
23 29 3
55 125 3
133 15 3
8 24 2
119 72 3
112 92 3
136 124 2
4 154 3
177 169 1
160 155 2
59 170 3
97 134 1
112 183 2
21 192 3
4 46 1
161 59 2
145 146 3
14 13 1
103 165 2
116 17 3
189 108 3
74 13 2
29 122 3
45 160 1
72 119 3
10 173 3
43 118 1
152 150 2
105 134 3
13 182 2
77 108 3
100 92 3
199 97 1
28 43 2
122 67 3
30 35 1
191 127 2
89 125 3
136 160 1
89 83 3
132 60 3
31 60 1
28 64 3
112 102 3
19 34 1
67 63 2
195 110 3
114 111 3
30 169 2
199 171 3
46 122 2
27 54 3
42 38 3
45 35 3
144 73 3
82 110 3
91 25 3
162 116 2
169 135 3
171 134 3
161 164 3
176 180 3
185 146 2
159 76 2
87 54 3
31 86 2
160 101 3
107 56 3
106 89 3
128 148 2
48 52 3
18 125 3
164 106 2
23 117 3
74 89 1
192 64 2
38 167 3
131 177 2
111 93 2
24 22 3
72 49 1
167 153 2
172 158 3
124 27 1
69 58 2
72 77 3
152 14 1
45 50 2
148 74 3
5 184 3
74 92 2
35 25 3
32 61 3
11 37 3
138 197 3
119 191 3
96 136 3
7 173 3
110 137 1
117 127 2
153 157 3
174 72 3
195 4 2
71 98 3
177 74 2
52 38 3
192 76 3
57 110 2
74 177 2
105 15 3
94 83 2
44 198 3
121 55 3
77 146 2
181 38 2
138 25 3
99 140 1
47 146 3
142 79 3
184 55 3
71 150 2
43 145 3
175 184 2
7 32 2
62 142 3
95 15 2
62 190 2
169 165 3
49 176 3
83 169 2
31 148 3
70 130 1
90 41 2
70 104 3
32 77 1
54 51 3
194 98 3
173 163 2
171 28 2
167 144 3
164 110 1
15 12 2
135 62 3
171 124 1
2 146 2
57 189 3
135 133 1
144 173 3
137 98 3
12 67 1
189 17 2
116 146 3
131 109 2
137 79 2
11 53 3
130 177 1
133 3 2
125 93 3
189 15 1
57 3 2
199 122 3
141 147 2
28 97 2
74 147 3
114 73 2
15 103 2
64 169 3
52 149 3
102 97 2
47 9 3
161 75 1
71 31 2
171 181 3
40 186 2
56 63 2
17 130 3
149 121 1
163 170 2
190 44 3
136 143 3
114 106 3
29 10 3
58 162 2
85 174 3
96 78 3
9 197 1
99 52 2
140 121 3
23 7 2
71 32 3
144 111 3
112 94 2
49 111 3
139 162 3
45 53 1
189 7 2
130 185 3
76 57 3
6 89 2
35 197 3
29 16 1
24 133 2
165 64 3
48 110 1
2 27 2
187 67 3
86 93 2
106 179 2
125 31 3
163 177 1
25 189 2
168 58 3
118 13 2
91 158 3
169 51 3
59 155 2
149 24 2
105 135 3
71 86 1
188 31 3
186 109 3
95 200 1
121 145 2
71 63 3
186 85 3
20 100 3
21 23 3
15 77 1
50 87 2
136 150 3
146 153 1
165 11 2
162 26 3
79 107 1
6 43 2
132 94 3
153 182 1
140 28 3
8 178 3
44 37 1
92 46 2
30 155 3
175 16 1
132 26 2
144 192 3
15 129 1
7 178 3
194 128 3
48 157 2
6 84 2
59 168 3
80 85 1
190 74 2
130 156 3
26 137 3
102 66 2
45 151 3
176 28 2
12 184 2
35 20 3
6 37 3
11 158 2
199 145 3
144 53 2
172 110 2
126 191 3
32 192 1
133 50 2
39 78 3
14 166 2
48 167 2
123 56 3
18 78 3
120 15 3
176 143 3
57 32 3
51 72 2
160 18 3
158 76 2
66 73 2
23 132 3
69 25 1
117 37 3
58 33 3
18 143 1
51 10 2
147 9 3
122 154 1
131 199 2
184 22 3
66 77 2
71 174 2
26 196 3
22 189 3
84 4 3
93 26 3
42 156 1
168 185 2
150 96 3
189 26 3
55 58 3
9 172 3
76 114 2
58 107 2
182 96 3
149 55 3
59 30 2
133 167 3
156 154 2
145 113 2
76 66 3
187 75 3
51 99 2
49 13 3
48 30 1
99 40 2
155 130 3
9 44 1
88 163 2
15 4 3
32 176 2
114 177 2
101 49 3
13 151 1
142 31 3
153 57 3
134 154 3
85 164 3
78 175 3
65 92 2
65 3 2
81 117 3
32 130 2
155 139 2
51 188 3
26 47 2
60 78 2
24 91 3
185 126 1
6 158 2
9 3 3
97 37 2
2 163 2
85 146 3
28 4 3
167 129 3
111 145 3
190 110 1
127 144 3
137 22 3
60 87 1
98 99 2
179 105 3
167 133 3
110 136 2
7 14 3
72 132 1
160 183 2
4 25 3
97 36 2
115 164 2
51 9 3
83 68 3
153 136 2
127 125 3
166 96 2
63 91 3
166 60 3
29 163 1
107 124 2
104 6 3
31 183 3
76 16 2
169 142 3
150 153 1
134 120 2
63 116 3
175 146 3
64 66 2
194 118 3
174 139 1
1 125 2
12 5 3
198 16 2
65 194 2
61 161 3
153 175 2
89 188 2
45 161 3
125 9 1
21 54 2
120 57 3
128 133 2
134 75 2
20 110 3
121 142 1
150 44 2
46 35 3
196 88 2
44 5 2
63 122 3
154 29 3
83 116 2
75 89 3
139 131 2
130 37 3
158 35 3
28 159 1
148 192 3
164 167 3
34 4 2
14 57 2
102 9 3
15 46 1
128 98 2
149 31 3
41 180 3
150 29 2
160 85 3
175 26 1
126 70 2
113 42 3
124 40 2
129 67 3
13 34 3
108 178 1
29 8 2
76 42 3
19 145 1
21 74 3
40 48 3
7 140 2
55 165 2
63 18 3
36 25 1
141 76 3
166 111 3
51 33 3
7 71 2
6 26 3
62 152 2
180 112 3
112 97 3
73 53 1
46 62 3
198 153 3
103 186 3
198 144 2
92 4 3
123 158 1
3 105 3
56 148 3
167 101 1
119 2 2
164 117 3
28 23 3
121 34 2
18 56 3
107 73 1
139 137 2
152 107 3
64 151 1
3 91 2
124 188 3
113 128 3
190 171 2
18 67 3
124 94 2
139 179 2
35 84 3
118 5 3
179 118 3
134 91 3
37 41 3
163 52 2
103 137 3
96 105 2
96 127 2
145 25 3
123 126 2
57 45 2
170 25 3
100 39 2
89 147 3
101 20 3
171 107 2
174 51 2
62 6 3
184 168 1
49 35 2
61 174 3
33 29 1
49 9 2
21 38 3
169 64 3
6 135 2
6 79 3
181 130 1
60 175 2
117 168 3
145 4 1
80 104 2
88 179 3
10 110 3
70 108 3
63 9 3
152 30 1
67 123 3
29 47 3
96 24 2
93 181 3
23 190 3
143 182 1
24 10 2
183 115 3
94 199 1
52 14 2
135 77 3
28 86 2
40 43 3
113 18 3
128 14 1
48 108 2
143 121 3
107 51 1
119 136 2
85 104 3
109 57 3
197 112 2
46 191 3
167 95 1
94 74 2
91 2 3
9 25 1
23 103 2
60 95 3
51 150 3
137 21 2
151 48 3
150 74 1
171 52 2
193 179 3
141 87 2
108 25 2
6 189 3
62 52 1
9 183 3
30 112 3
99 75 1
7 73 2
78 152 3
142 92 3
68 62 2
39 76 3
79 199 2
63 165 2
70 178 3
27 159 1
142 93 2
86 88 3
8 39 2
187 17 3
160 11 3
139 88 2
50 193 2
135 50 3
70 141 1
80 45 2
51 129 3
181 178 2
151 72 2
196 39 3
27 41 3
55 89 2
3 121 3
39 159 2
122 47 2
60 133 3
165 75 2
192 52 2
60 172 3
64 182 1
14 3 2
126 83 3
19 106 1
39 186 2
169 121 3
23 26 3
113 94 3
69 131 3
107 193 3
18 193 3
18 20 3
40 150 1
157 74 2
30 104 3
96 158 1
51 81 2
118 110 3
160 91 3
42 143 2
61 54 3
53 66 1
99 168 3
31 193 3
55 28 3
124 68 2
25 8 3
30 150 1
8 84 3
164 177 3
119 16 2
61 114 2
23 90 3
132 42 1
178 82 3
161 6 3
123 77 2
37 12 2
183 84 3
113 170 2
101 163 3
86 98 3
24 121 2
43 151 2
181 75 3
164 65 3
7 199 2
26 110 3
191 97 3
77 69 2
46 144 3
171 128 1
51 195 2
63 200 3
195 13 1
104 141 2
159 113 3
64 46 1
49 150 3
73 2 3
131 170 1
170 22 2
112 84 3
106 53 1
79 196 2
134 121 3
159 68 1
66 174 2
5 107 3
12 39 2
118 38 2
34 177 3
8 15 1
161 65 3
161 18 3
139 150 1
68 125 2
65 38 3
49 85 3
55 36 2
151 73 3
34 110 2
143 25 2
190 52 3
74 151 3
47 66 2
139 33 3
49 7 2
81 106 2
58 87 3
32 17 2
54 151 3
169 45 3
6 171 3
164 134 3
126 198 3
12 17 2
50 181 3
23 162 3
19 18 2
150 115 2
177 132 3
96 11 3
189 116 2
174 70 3
27 80 1
6 176 3
159 124 3
116 171 2
78 90 3
92 28 3
103 39 1
41 92 2
182 112 3
169 31 3
114 36 2
157 152 3
148 87 1
26 170 2
115 74 3
149 22 1
90 63 2
97 11 3
6 32 1
185 164 3
73 172 3
160 50 1
13 130 2
101 160 3
86 152 1
195 173 2
49 102 3
146 157 2
129 74 3
41 169 3
52 143 2
199 13 2
26 177 3
17 85 3
151 21 2
82 148 3
84 168 1
85 13 2
33 77 3
30 110 1
72 95 2
45 150 3
61 187 1
149 116 3
6 93 3
149 46 1
164 178 2
185 77 3
57 19 1
117 21 3
29 152 3
29 109 3
197 137 2
101 115 3
45 72 1
33 190 2
79 50 3
182 123 2
126 14 3
189 183 3
137 173 3
165 137 2
162 66 3
134 72 1
67 41 2
84 99 3
28 161 2
89 133 3
46 72 3
155 43 1
81 126 3
161 184 3
116 154 2
34 96 2
193 69 3
88 143 1
80 53 2
175 110 3
185 32 2
182 150 2
43 149 3
149 43 3
129 170 2
128 142 3
11 157 1
40 125 2
186 126 3
36 48 1
41 80 2
78 32 3
126 168 1
194 113 2
186 35 3
95 169 3
17 97 3
10 132 3
100 77 3
15 112 2
122 158 3
94 15 3
182 79 2
84 45 3
4 191 3
112 11 2
167 37 3
63 27 1
43 156 3
105 51 3
111 133 1
167 77 3
117 196 3
96 52 1
176 119 3
52 167 3
188 36 3
144 26 2
188 21 3
94 81 1
186 55 2
105 64 3
95 100 1
60 57 2
67 80 3
41 129 1
11 78 2
87 140 3
65 57 1
171 2 2
187 104 3
66 162 3
199 62 2
191 92 3
75 124 1
134 81 3
120 179 3
74 197 1
180 39 2
179 27 3
121 120 2
24 59 2
88 87 3
68 111 2
80 143 2
192 6 3
189 129 3
136 92 2
112 43 3
187 101 3
53 147 3
34 104 3
140 103 2
105 180 3
133 40 3
124 49 2
22 167 2
119 157 3
156 87 3
171 151 3
54 86 3
158 7 3
57 11 2
180 42 3
126 189 2
52 19 2
17 79 3
58 79 1
9 189 2
65 84 3
173 29 3
184 175 2
55 198 3
104 33 1
165 46 2
192 171 3
82 193 3
101 5 2
152 27 3
2 197 3
72 173 2
120 34 3
169 63 1
23 130 2
151 10 3
165 140 1
176 31 2
171 199 3
124 21 3
23 110 2
184 102 3
1 74 1
192 94 3
171 47 3
23 197 1
188 59 2
133 95 3
127 58 1
88 128 2
82 198 3
64 167 1
44 156 2
195 196 3
151 20 1
130 87 3
38 39 3
167 166 2
185 150 3
69 164 3
186 123 1
27 163 3
166 184 3
59 53 1
120 82 2
5 118 3
111 175 2
189 60 2
89 4 3
161 13 1
106 64 2
63 167 3
124 197 1
55 83 2
115 29 3
37 102 2
185 14 2
123 101 3
180 115 3
93 187 3
163 15 3
50 118 2
63 153 3
22 74 3
88 58 1
177 167 2
197 105 3
160 138 3
22 5 3
79 43 3
123 159 2
12 36 3
187 96 3
148 197 3
165 169 3
65 91 3
148 191 3
21 27 2
187 157 3
129 111 1
27 154 3
171 120 3
56 96 2
154 136 2
197 55 3
156 39 2
168 10 2
54 68 3
23 93 1
197 27 2
7 50 3
126 90 2
129 153 2
137 46 3
91 177 1
102 140 2
172 100 3
76 54 1
74 76 3
81 177 3
152 65 2
94 48 2
5 124 3
178 105 3
21 85 2
154 159 3
29 180 2
168 193 2
165 86 3
119 38 2
111 20 2
113 150 3
98 147 3
89 179 2
66 12 3
119 65 1
82 94 2
55 40 3
90 135 1
10 153 2
33 129 3
53 44 1
150 125 3
91 35 3
149 142 3
53 129 3
86 195 3
29 184 1
91 136 2
98 12 3
103 22 1
65 25 2
183 122 3
199 65 3
69 80 2
46 140 3
179 32 2
182 8 3
15 140 3
65 82 1
172 92 2
49 88 3
181 127 1
7 28 2
194 132 3
52 157 1
174 194 2
29 85 3
94 17 1
178 135 3
118 125 3
168 119 1
54 38 2
125 89 3
168 163 1
180 6 3
154 177 3
57 86 3
96 5 2
140 22 3
130 72 2
100 57 2
160 28 3
53 52 2
184 13 2
24 31 3
186 107 3
3 71 2
123 21 3
148 139 1
150 144 2
12 159 3
35 140 1
9 100 2
87 27 3
13 82 1
131 198 2
128 123 3
131 145 3
69 151 2
83 102 3
146 72 3
57 78 2
192 13 3
82 53 3
167 63 3
73 85 3
39 4 1
147 73 2
61 134 3
117 14 2
102 62 2
110 8 3
32 127 1
182 90 3
102 23 3
71 161 1
103 61 3
188 30 3
151 86 3
43 136 2
100 85 3
134 60 1
170 124 3
149 99 3
7 74 2
142 46 2
12 129 3
4 39 1
128 193 2
170 155 3
21 41 3
6 31 3
122 115 3
87 26 1
161 162 2
136 146 3
176 113 1
117 154 2
174 36 3
27 161 2
188 106 3
105 167 3
73 24 1
81 66 2
124 14 3
24 78 3
123 44 2
56 121 3
193 131 1
119 27 2
183 189 3
33 169 1
108 127 3
173 38 3
4 68 3
117 130 2
30 86 3
111 14 1
188 178 3
138 175 3
70 75 3
166 196 2
153 7 3
181 114 1
160 43 3
77 191 3
98 172 2
150 71 2
188 22 3
61 143 1
118 29 2
40 86 3
17 24 1
50 188 3
103 104 3
133 12 1
8 108 2
99 148 3
152 103 1
116 43 2
76 70 3
126 154 1
74 120 2
130 186 3
73 180 3
65 190 2
196 9 3
119 139 1
13 41 2
164 158 3
134 180 1
139 7 3
37 110 3
89 108 2
163 117 3
132 197 3
55 175 2
156 65 2
101 29 3
19 4 3
168 55 2
5 197 3
140 41 3
47 85 3
167 89 3
11 125 2
77 37 3
23 106 3
54 76 1
106 107 3
126 148 3
68 193 1
86 147 2
108 39 3
106 184 1
1 148 2
61 160 3
129 46 3
146 42 2
138 21 3
172 159 3
113 107 2
189 39 3
64 172 3
102 192 3
69 161 3
184 192 3
124 166 2
83 71 3
171 169 3
87 185 3
169 116 3
24 62 3
189 29 3
122 156 3
24 14 2
11 132 2
90 194 3
107 142 3
33 4 2
4 57 3
72 47 1
46 76 3
71 93 3
60 94 3
76 35 2
168 64 3
30 168 1
162 15 2
97 198 3
105 131 1
109 91 3
135 190 3
188 145 1
175 49 3
86 185 3
140 136 2
27 102 2
42 35 3
121 7 2
23 102 3
104 47 3
128 173 2
180 13 3
165 117 3
96 27 2
22 78 2
50 174 3
153 2 1
128 131 2
123 111 3
163 110 3
37 152 2
110 127 3
12 157 3
8 195 3
161 124 3
86 144 1
7 61 2
148 94 3
62 195 1
89 36 2
86 114 3
80 71 1
135 176 3
154 27 3
80 160 3
61 179 2
186 130 3
133 87 1
47 147 2
80 119 3
198 178 3
150 41 2
59 61 3
135 66 2
128 179 3
67 51 3
84 190 1
55 30 2
84 122 3
40 87 1
14 144 2
177 77 3
180 101 1
142 28 2
86 132 3
183 107 1
91 195 2
12 42 3
126 180 1
93 16 2
37 56 3
1 139 1
187 112 2
91 131 3
144 104 2
81 184 2
157 6 3
143 77 3
86 198 2
64 112 3
158 84 3
27 133 2
10 196 3
70 53 2
191 73 2
167 183 3
11 186 1
90 149 3
61 39 3
115 16 3
158 138 2
152 125 3
85 122 2
168 189 3
96 101 3
195 87 2
4 40 3
82 79 3
109 23 1
166 98 2
88 79 3
2 73 3
196 63 2
51 180 3
151 101 1
67 50 3
86 155 3
72 177 3
21 7 2
130 128 3
106 69 1
158 149 2
2 58 3
115 139 1
139 180 3
198 46 3
172 134 1
51 67 3
199 112 3
13 140 2
167 182 2
166 192 3
53 128 1
118 12 2
1 174 3
126 142 1
18 167 2
177 112 3
171 88 2
33 6 3
139 109 3
141 43 1
17 134 3
124 183 3
26 74 3
4 185 2
80 57 3
29 97 1
96 29 2
85 131 3
162 54 3
67 185 3
76 99 3
11 68 3
69 133 3
79 142 3
12 84 2
26 21 2
188 50 3
116 106 1
75 61 2
3 7 3
167 20 1
80 125 2
84 119 3
194 39 1
89 139 2
92 6 3
50 134 1
49 145 2
55 64 3
105 113 3
105 9 3
133 83 3
29 136 3
141 62 3
153 187 3
108 8 2
74 181 3
184 53 3
37 75 1
17 58 3
51 162 3
28 54 2
145 174 2
111 174 3
172 104 1
54 87 3
42 194 3
138 40 1
103 98 2
151 188 3
71 171 2
16 87 2
186 187 3
168 75 1
26 190 3
1 27 3
17 62 3
55 15 2
87 101 3
151 28 2
61 148 3
175 183 3
177 75 1
198 161 2
22 75 3
121 57 1
89 123 2
124 185 3
44 134 2
98 3 2
8 115 3
188 97 1
49 147 2
149 113 3
77 42 1
125 121 2
70 167 3
190 5 2
98 54 2
62 43 3
143 26 1
122 127 2
163 35 3
160 167 2
4 197 2
71 169 3
185 132 3
122 175 3
104 7 3
84 72 2
197 78 2
105 13 3
43 75 1
27 145 2
63 192 3
82 114 2
130 16 3
75 85 3
178 52 2
133 41 2
60 115 3
178 2 1
181 42 2
51 18 3
113 10 1
21 160 2
69 172 3
12 123 3
175 166 2
192 57 3
63 178 3
170 14 2
139 113 3
195 199 3
103 108 3
51 179 3
186 161 2
89 131 2
194 88 3
154 106 3
116 31 2
174 143 3
36 139 1
15 63 3
38 134 3
141 73 2
134 74 3
52 113 3
70 151 1
179 97 2
98 122 3
27 192 3
139 42 3
86 25 3
33 130 2
51 169 3
74 123 3
81 98 3
185 22 3
101 66 3
89 184 2
133 157 2
95 40 3
145 129 1
29 46 2
153 121 3
190 92 2
30 66 2
190 95 3
12 61 1
48 169 2
122 123 3
100 10 1
70 106 3
111 43 3
154 119 3
39 171 3
35 87 3
131 43 2
160 169 2
136 94 3
24 155 2
138 121 2
13 135 3
135 69 1
194 109 3
35 102 3
57 173 1
73 147 2
32 157 3
7 111 1
78 192 2
46 184 3
181 140 3
182 186 3
160 51 3
78 147 3
126 166 2
23 116 3
163 181 1
156 191 2
151 104 3
191 170 1
119 165 2
73 104 3
76 91 1
82 153 2
90 123 3
157 143 2
55 65 2
131 57 3
104 18 1
16 99 2
77 50 3
97 63 3
199 47 2
98 35 3
186 92 3
148 102 2
21 120 3
24 101 3
115 76 2
93 88 3
57 27 2
5 166 3
24 2 3
181 46 3
150 114 2
94 161 3
157 200 1
138 41 2
51 19 3
165 152 1
128 132 3
191 89 3
18 75 1
65 152 2
23 180 3
52 9 3
62 65 3
55 171 3
190 126 2
43 119 3
174 63 3
195 144 3
26 49 2
35 172 3
66 159 1
63 105 2
168 180 3
153 14 2
137 197 2
198 146 3
9 61 2
19 38 2
125 117 3
167 21 3
116 191 3
175 92 3
118 72 2
129 112 2
74 198 3
127 76 3
135 82 2
90 162 3
151 95 2
103 90 3
15 37 3
49 75 2
17 186 3
106 165 3
84 91 3
87 36 2
22 49 3
175 23 2
191 194 2
39 169 3
151 111 1
51 57 2
10 127 3
87 178 1
95 187 3
186 60 3
159 90 2
158 19 2
36 180 3
173 158 1
48 62 2
50 72 3
89 77 1
117 174 3
171 87 3
90 109 2
59 167 2
188 175 3
3 5 1
76 69 2
57 101 3
113 50 1
71 90 2
68 199 3
190 99 3
91 102 2
73 52 3
41 6 1
24 192 2
148 99 3
7 145 3
124 127 2
39 10 3
40 3 1
132 101 2
185 76 3
151 126 1
170 151 3
32 46 3
51 190 1
84 87 3
54 160 3
169 81 1
52 17 3
134 41 3
179 38 1
136 12 2
24 157 3
151 56 3
11 33 2
166 67 3
85 158 1
64 186 2
24 108 3
39 164 2
64 49 2
45 157 3
36 145 3
46 60 2
66 20 3
89 192 2
52 21 2
41 119 3
147 10 1
29 6 2
72 196 3
64 25 3
177 156 3
75 96 3
68 84 1
93 62 2
136 51 3
90 119 2
113 47 2
35 156 3
67 26 2
178 74 2
186 174 3
57 153 3
64 149 3
87 20 3
85 32 2
102 156 2
27 23 3
33 32 2
123 169 3
40 78 3
65 184 1
72 54 2
79 90 3
32 10 2
50 164 2
195 105 3
91 197 2
149 107 2
167 105 3
138 51 1
132 102 2
25 153 3
185 60 1
147 30 3
63 20 3
74 154 1
31 179 2
72 158 3
32 70 3
46 118 2
85 163 3
77 121 1
117 71 3
55 118 3
157 69 3
91 108 2
107 172 3
179 81 1
165 34 2
159 193 3
128 61 2
182 130 2
96 161 3
197 34 1
4 26 2
180 121 3
168 161 1
56 74 2
121 69 3
