500 214600
94 290 3
119 377 2
99 468 2
216 199 3
108 121 3
367 48 2
283 135 3
482 168 1
224 275 2
378 81 3
296 20 1
312 290 2
469 47 3
58 116 3
305 250 2
183 19 3
180 393 3
282 16 2
299 339 3
193 75 1
472 249 2
476 456 3
231 389 1
370 289 2
362 244 3
140 97 3
312 175 3
209 196 3
104 13 3
213 76 2
450 383 3
152 389 2
120 480 2
150 78 3
139 9 3
411 277 2
55 21 3
150 102 1
15 27 2
173 242 3
211 258 3
96 273 2
196 429 3
473 10 3
306 315 2
194 197 3
53 365 1
16 163 3
281 435 3
104 29 2
67 57 2
417 478 3
78 213 1
56 317 3
6 99 3
393 392 1
151 147 2
254 391 3
78 498 1
138 417 2
389 430 3
418 156 2
278 486 2
356 94 3
273 361 2
39 158 2
154 359 3
425 335 1
418 33 2
117 412 3
409 158 1
477 411 2
14 83 3
299 25 1
240 443 2
84 168 3
329 487 1
349 388 2
311 116 3
69 366 1
143 48 2
91 348 3
100 486 3
481 410 3
362 416 3
307 15 1
63 191 2
44 23 3
335 409 2
320 213 2
316 298 3
317 51 2
71 339 2
392 441 3
283 485 1
484 149 2
314 413 3
133 214 3
372 225 2
179 455 3
238 375 3
297 113 3
162 4 3
34 333 1
206 314 3
35 407 3
84 458 1
165 53 2
261 186 3
159 417 2
116 143 2
318 443 3
354 386 3
13 254 2
96 337 3
9 465 3
465 121 2
59 142 3
52 145 1
222 389 2
291 265 3
114 124 3
137 44 2
212 126 3
234 500 1
70 212 2
293 34 3
363 412 2
315 164 2
486 288 3
228 331 2
343 479 2
330 174 3
362 177 1
17 117 2
401 215 3
207 319 3
206 170 3
359 251 3
176 67 1
334 494 2
212 388 3
385 210 1
350 476 2
381 186 3
207 174 1
156 316 2
81 359 3
209 363 1
449 312 2
211 270 3
443 131 2
350 3 2
82 80 3
126 385 1
36 183 2
122 175 3
212 181 3
292 156 3
345 439 3
96 436 2
489 28 2
364 324 3
41 495 3
204 123 3
194 429 3
496 356 3
236 102 2
244 333 3
59 42 2
115 69 2
81 252 3
284 15 2
27 357 3
188 473 3
46 26 1
114 348 2
497 101 3
273 222 3
344 144 2
146 38 3
392 479 3
441 341 2
458 226 3
289 342 2
285 117 2
17 234 3
368 142 1
12 461 3
18 144 3
295 217 2
429 115 2
319 391 3
70 136 2
11 408 3
224 17 3
105 76 3
461 423 2
210 132 3
26 228 3
229 238 2
51 214 3
172 423 3
441 16 2
197 244 3
378 142 1
211 313 2
338 101 3
448 10 3
202 209 3
13 271 3
419 211 1
154 190 3
75 233 3
134 211 1
106 91 2
299 439 3
367 117 1
89 223 2
387 356 3
92 316 2
125 289 2
247 258 3
295 179 1
306 356 2
280 120 3
177 409 1
373 270 2
87 15 3
369 457 1
319 5 2
11 224 3
411 15 1
89 169 2
450 7 3
120 422 1
384 98 2
313 158 3
76 409 3
320 204 3
173 95 3
195 495 1
289 423 2
444 427 3
420 340 1
428 26 2
330 175 3
97 180 3
353 25 2
255 430 3
371 302 1
476 4 2
115 181 3
51 347 1
220 154 3
149 114 3
263 287 3
475 31 2
199 93 3
304 422 3
75 243 2
279 52 3
222 96 3
110 228 2
391 79 3
147 432 3
377 416 2
304 51 3
472 324 2
483 479 2
67 134 3
483 361 1
197 453 2
316 169 3
263 340 3
297 100 2
452 195 3
480 448 3
22 33 2
380 153 3
128 24 2
388 428 2
94 420 3
68 73 3
302 414 2
230 324 3
115 392 1
390 426 2
485 85 3
47 118 1
314 469 2
71 418 3
344 140 3
471 50 2
326 187 3
325 165 3
360 356 2
271 86 3
84 258 2
34 354 2
113 64 3
14 145 2
290 297 3
466 434 3
403 116 1
387 214 3
362 169 3
405 131 1
48 497 2
193 374 3
256 494 1
34 85 2
13 400 3
457 43 2
210 51 2
408 128 3
272 95 2
13 340 2
434 284 3
312 43 2
333 472 2
73 96 3
42 173 3
247 352 2
91 143 3
174 439 3
185 42 2
179 374 3
360 489 1
480 58 2
41 220 3
385 107 3
382 181 2
425 51 3
400 381 3
48 298 2
35 450 3
92 44 1
273 12 3
483 148 3
368 49 1
430 414 3
447 132 3
38 7 2
5 95 2
176 98 3
415 281 1
293 472 2
479 9 3
282 155 1
14 467 2
234 219 3
426 18 1
189 359 3
360 480 3
357 447 3
5 458 2
224 387 3
464 177 1
8 218 2
154 8 3
162 244 2
406 28 3
448 113 3
481 255 1
232 455 2
198 300 3
78 216 1
217 278 2
379 437 3
21 305 1
141 122 2
91 130 3
346 402 1
17 53 2
130 179 3
161 438 2
394 381 3
477 179 3
429 499 1
226 437 2
345 29 3
383 322 2
60 402 2
468 473 3
225 448 3
7 451 2
477 25 3
87 462 3
365 144 2
440 350 3
157 485 1
276 425 2
399 414 3
32 347 3
461 124 3
214 15 3
337 469 3
70 409 2
264 86 3
103 142 1
316 77 2
201 197 3
310 47 3
456 449 3
359 235 3
114 94 3
114 171 3
265 175 3
142 126 3
365 300 2
263 347 3
348 351 2
443 429 2
142 417 3
372 181 1
385 60 2
308 373 3
217 454 2
494 445 2
270 67 3
381 170 1
79 335 2
352 36 3
484 158 3
294 258 2
381 197 3
167 132 3
25 391 3
395 326 3
212 461 2
35 25 2
137 133 3
236 193 3
155 115 2
275 147 3
231 226 1
20 314 2
93 241 3
274 163 3
304 136 3
449 371 3
338 109 1
320 231 2
301 207 3
198 301 3
164 70 2
198 254 3
347 58 1
457 372 2
442 393 3
282 323 3
493 212 2
439 262 3
469 332 3
12 100 2
97 107 3
146 200 1
8 116 2
367 463 3
309 252 3
255 250 2
412 48 3
319 304 1
32 468 2
201 436 3
216 319 1
287 149 2
390 34 3
234 397 2
322 83 2
85 446 3
47 335 3
271 25 2
280 207 3
120 72 1
478 462 3
425 103 3
63 404 3
67 468 2
124 59 3
483 453 2
16 471 2
430 36 3
347 62 3
20 282 2
41 431 3
470 154 2
45 132 3
186 355 3
409 306 2
450 382 2
290 295 3
301 90 2
2 71 2
117 37 3
350 179 3
382 473 2
175 436 3
460 323 3
495 423 3
212 135 3
435 154 2
119 278 2
407 339 3
445 290 3
194 34 2
63 424 3
281 206 3
67 47 2
134 189 3
156 106 1
101 117 3
489 178 3
342 29 1
323 174 2
440 461 3
63 177 3
360 98 2
319 108 3
413 135 1
281 338 2
125 240 3
407 336 1
109 135 2
24 427 3
27 68 3
9 37 2
191 226 3
35 304 1
315 394 2
280 45 3
416 12 1
25 249 2
268 314 3
394 373 3
198 34 3
387 485 3
347 411 2
459 3 2
271 365 3
97 258 1
248 410 2
366 403 3
297 332 2
428 345 2
499 118 3
42 32 1
167 98 2
398 264 3
465 388 2
377 442 3
198 235 3
49 284 2
314 86 2
493 159 3
30 55 2
235 15 2
348 306 3
475 33 1
366 127 3
334 189 3
8 118 3
221 251 2
170 439 3
247 96 3
420 38 2
386 185 3
73 23 2
342 54 2
211 48 3
122 260 2
101 3 3
220 20 3
134 149 3
3 248 3
202 314 3
222 292 2
299 66 3
174 482 3
99 168 1
199 109 2
13 154 3
368 405 2
44 161 2
308 267 3
250 449 3
359 308 2
210 496 3
442 401 1
266 180 2
19 242 3
374 417 1
128 489 2
328 434 3
197 292 2
103 63 2
231 382 3
281 493 1
56 90 2
114 109 3
54 170 2
92 12 2
399 277 3
405 334 3
92 64 3
17 294 3
391 222 3
96 155 2
126 33 3
127 357 1
179 492 3
356 445 3
354 212 1
131 215 2
55 230 3
53 144 1
107 178 3
101 463 3
489 417 3
390 435 3
414 8 3
332 201 3
173 442 2
432 106 3
365 342 1
471 240 2
183 154 3
270 266 2
22 492 2
452 305 3
309 237 2
325 399 2
65 231 3
256 182 1
270 85 2
360 145 3
479 95 1
31 390 2
462 261 3
329 136 2
200 143 2
35 140 3
125 451 3
135 40 2
197 263 3
459 204 2
319 292 2
169 120 3
140 498 1
257 401 2
183 9 3
320 165 1
247 73 2
449 455 3
362 146 1
260 477 2
137 239 3
362 424 1
366 470 2
490 476 3
148 219 2
175 471 2
372 105 3
318 44 1
181 361 2
20 292 3
496 249 1
244 377 2
386 498 3
214 181 2
438 465 2
176 276 3
262 68 1
88 220 2
78 64 3
450 207 3
455 247 2
338 265 3
321 371 1
183 362 2
408 119 3
456 280 1
27 445 2
41 56 3
362 448 2
495 497 2
36 499 3
182 91 2
215 24 2
197 33 3
68 134 1
318 464 3
77 239 3
224 157 3
327 434 3
429 18 3
216 64 1
244 270 3
3 31 3
169 170 1
482 232 3
340 304 3
224 333 2
186 201 2
147 311 3
164 455 3
399 409 3
451 236 3
314 246 2
171 420 2
189 169 3
370 426 1
75 87 2
35 79 3
481 144 1
219 411 2
240 445 3
217 500 1
114 434 3
293 462 3
293 113 2
46 281 2
428 442 3
160 93 3
473 332 2
21 299 3
461 436 3
102 426 2
249 210 3
498 331 2
317 148 2
398 216 3
440 243 3
333 489 2
473 397 3
475 149 1
129 389 2
25 261 3
116 406 3
42 72 3
200 355 3
361 219 1
184 75 2
62 208 3
298 72 2
288 74 2
110 73 3
410 163 2
173 287 2
216 18 3
115 489 3
359 434 3
318 207 3
140 122 2
356 347 2
284 262 3
221 233 1
323 313 2
86 93 3
290 108 1
32 318 2
393 133 3
205 305 2
369 348 2
469 368 3
377 422 2
382 471 2
13 120 3
466 363 1
37 143 2
82 335 3
164 288 2
412 183 3
430 340 3
43 53 3
18 95 2
454 123 3
196 355 1
305 225 2
244 443 3
448 203 2
76 269 3
382 84 3
328 226 1
196 461 3
439 390 3
235 321 2
316 240 2
169 12 3
410 350 2
382 397 2
319 143 3
436 426 2
393 353 2
458 406 3
189 13 3
400 56 2
140 250 3
267 174 2
464 325 2
397 38 3
101 2 2
273 117 2
175 67 3
336 110 1
439 199 2
374 257 3
19 415 3
161 387 3
207 270 3
79 456 3
171 199 3
228 399 3
123 303 2
489 286 2
464 129 3
483 47 2
337 312 2
41 202 3
22 43 1
481 140 2
419 44 3
44 453 3
389 471 2
210 38 3
348 334 2
7 335 2
136 379 3
245 352 1
404 395 3
311 386 3
395 417 2
416 491 2
158 113 3
281 344 2
10 192 3
433 336 3
204 163 3
37 156 3
395 188 3
355 274 1
73 310 3
498 395 3
60 248 1
393 359 2
417 392 3
313 467 1
467 409 3
271 405 3
117 140 2
490 99 3
494 429 3
331 39 2
418 89 2
377 391 3
379 202 1
421 12 3
239 184 3
96 84 2
183 328 2
446 352 3
20 53 3
418 325 2
389 452 3
436 46 1
3 357 2
437 463 3
163 472 2
202 62 2
318 450 3
206 81 3
298 454 2
347 152 3
492 121 2
256 456 2
280 452 3
356 477 3
243 161 3
54 79 3
110 248 3
129 223 2
480 57 3
471 391 2
2 73 3
11 331 3
325 343 2
346 437 2
170 209 3
124 499 1
402 304 2
181 189 3
497 182 2
327 220 3
283 122 3
498 21 2
168 56 2
476 132 3
8 10 1
79 474 2
444 235 3
165 334 1
156 78 2
237 277 3
437 384 1
320 495 2
389 47 3
12 22 1
355 246 2
147 242 3
381 268 2
20 106 2
392 191 3
15 381 1
153 278 3
440 100 3
105 218 1
278 45 3
431 193 3
208 433 2
124 53 2
20 71 3
331 244 1
42 262 2
241 470 3
142 48 1
444 3 2
1 214 3
41 143 3
124 341 2
312 280 3
36 191 2
442 55 2
275 386 3
84 78 2
4 222 2
386 232 3
440 390 2
358 360 2
206 286 3
64 372 1
441 182 3
147 366 3
260 468 2
96 85 3
129 368 3
321 171 2
349 289 3
54 349 3
208 202 2
141 288 3
327 271 3
222 62 3
175 375 2
380 62 3
319 372 2
409 181 3
273 299 3
251 392 1
164 321 3
215 414 3
224 398 3
452 315 3
57 221 3
37 187 2
56 144 2
79 451 3
496 260 2
218 140 2
368 300 3
157 307 1
311 97 3
477 13 3
116 371 2
350 54 2
344 322 3
167 456 1
32 92 2
411 158 3
135 111 1
383 325 3
461 373 3
20 385 2
215 167 2
269 323 3
452 152 1
66 273 2
430 57 3
233 227 2
372 410 2
158 182 3
301 257 3
442 263 3
72 491 3
119 155 3
389 355 3
375 65 3
413 416 3
471 353 2
116 2 3
432 281 1
405 487 2
171 480 3
372 437 3
263 320 2
241 39 3
112 62 1
70 408 2
55 43 3
166 456 2
446 189 3
413 114 3
155 103 3
144 422 3
336 287 3
407 56 3
275 248 2
476 370 3
460 278 1
307 229 2
128 460 3
170 290 1
37 2 2
258 357 3
52 358 1
199 219 3
408 478 3
164 258 2
312 293 2
419 2 3
181 398 3
188 193 2
377 347 3
361 405 1
313 128 2
402 322 3
168 346 3
422 411 3
411 44 3
50 403 3
498 111 2
201 171 3
397 135 2
496 129 2
185 8 3
37 352 1
431 285 2
52 355 3
158 127 2
24 85 3
87 278 3
360 441 1
362 105 3
412 406 3
140 36 2
133 220 2
163 335 3
428 111 1
438 345 3
292 204 3
79 61 3
332 297 2
208 62 3
478 97 3
50 5 2
118 405 3
245 440 1
396 322 2
6 244 3
379 325 2
183 338 3
378 149 3
497 77 2
381 243 2
243 354 3
376 28 3
21 398 3
412 71 3
91 297 1
310 391 3
359 405 3
294 287 1
340 8 2
118 219 3
9 391 2
133 336 2
264 144 3
229 157 1
60 333 3
428 142 3
85 427 1
456 181 3
186 42 3
306 418 2
419 49 2
492 113 3
447 3 2
171 134 2
176 397 3
320 290 2
171 187 2
316 17 3
69 496 1
50 478 2
170 72 3
438 190 3
56 48 2
467 214 3
464 273 2
276 402 2
209 287 3
495 129 1
158 224 2
238 372 3
287 368 3
396 186 2
11 123 3
66 352 3
39 471 2
79 380 3
396 441 1
9 4 2
414 441 3
205 39 1
450 26 2
44 417 3
210 116 1
204 237 2
85 140 3
253 353 3
182 333 2
54 156 3
159 324 1
299 269 3
349 293 3
495 168 2
176 271 3
204 250 3
108 247 2
377 152 3
434 4 3
474 391 1
227 166 2
107 272 3
137 372 1
131 455 3
347 475 3
467 129 1
293 409 2
377 330 3
351 197 1
387 58 2
151 274 3
216 367 1
398 241 2
236 340 3
263 413 1
212 226 2
285 4 3
338 430 2
246 15 2
480 366 3
132 170 3
413 189 2
456 111 3
465 74 3
343 352 2
231 427 3
158 437 2
436 346 3
278 74 3
432 181 2
470 122 2
169 488 3
367 58 3
62 113 2
246 266 3
126 462 1
164 180 3
11 22 3
365 48 2
139 425 3
59 299 3
461 365 2
213 167 2
375 197 3
183 124 1
357 283 2
421 443 3
458 29 2
310 386 2
404 67 3
101 156 1
481 420 3
211 234 3
302 134 2
336 105 2
435 461 3
456 439 3
82 405 3
111 25 3
309 466 2
369 290 3
186 89 3
323 97 3
72 299 3
156 84 3
347 323 1
335 105 2
271 114 3
27 48 1
208 160 2
115 193 3
442 385 2
29 440 2
305 162 3
332 247 2
156 52 2
494 354 3
365 85 1
348 307 3
184 361 3
147 26 1
118 147 2
373 467 3
38 30 1
255 216 2
304 62 3
434 261 1
2 348 2
130 29 3
42 408 3
341 71 2
475 142 3
270 445 3
253 27 2
194 56 3
145 339 1
444 67 2
297 167 3
253 186 2
308 470 2
250 487 3
270 98 1
12 156 3
393 63 3
246 264 3
67 45 3
474 100 3
362 232 1
267 238 2
451 117 3
487 484 3
177 460 2
41 381 3
214 305 2
174 317 2
157 169 3
486 108 2
426 239 2
5 109 3
479 452 1
4 32 2
436 323 3
18 496 1
267 457 2
459 297 3
68 366 1
444 373 2
29 469 3
16 124 2
304 331 3
68 440 3
329 15 3
153 121 3
67 228 3
309 383 3
373 203 2
229 115 3
72 367 3
169 383 3
145 248 3
42 221 1
261 213 2
86 50 3
221 241 2
417 270 2
56 120 3
56 405 1
76 298 2
237 485 3
191 207 3
247 149 2
149 273 3
255 269 1
343 463 2
143 414 3
443 227 1
402 464 3
404 271 3
34 187 1
302 224 3
232 29 3
53 327 1
481 146 3
340 10 3
133 237 2
470 81 2
146 358 3
422 195 2
200 299 2
286 74 3
208 360 1
497 142 2
305 263 3
10 441 1
425 316 3
110 92 3
359 233 1
318 392 3
104 155 3
473 301 1
463 400 2
67 308 3
98 204 1
396 373 2
280 426 3
176 494 2
338 123 2
72 496 3
93 277 1
237 136 3
122 190 3
202 167 3
25 232 2
78 451 3
172 104 1
467 376 2
42 290 3
437 455 1
275 57 2
133 15 3
305 37 3
331 141 3
328 402 3
103 176 2
3 59 3
143 242 3
2 463 1
150 469 2
247 380 3
221 427 3
78 387 2
26 81 3
62 365 2
344 251 2
426 57 3
494 180 1
280 358 2
324 102 3
492 184 1
478 421 2
29 141 3
124 287 2
213 430 2
426 279 3
289 496 1
353 15 2
5 344 3
312 197 1
267 54 3
415 400 3
446 246 1
285 118 2
395 58 3
226 56 1
353 418 2
30 183 3
211 281 3
276 15 2
349 204 3
396 431 1
107 193 2
109 30 3
326 484 3
463 143 2
85 352 3
352 87 1
64 206 3
465 170 3
365 488 1
56 197 2
354 438 3
11 453 2
249 428 2
263 28 3
427 214 2
77 13 3
497 407 3
482 400 1
122 382 3
245 178 3
172 359 1
340 166 3
262 381 3
335 134 2
479 150 2
21 132 3
208 183 2
101 341 3
304 277 3
299 387 2
443 99 3
434 252 3
480 203 1
70 175 2
264 62 3
16 461 3
76 85 2
323 293 3
74 245 1
155 399 2
25 88 3
290 309 1
32 327 2
183 84 3
475 396 1
212 233 2
90 113 3
144 145 3
2 497 2
463 349 3
212 445 2
309 103 2
108 396 3
457 342 2
436 78 2
424 252 3
431 404 1
90 352 3
231 137 3
462 317 3
388 34 2
369 230 3
83 252 2
8 285 2
133 119 3
145 100 1
363 273 2
9 110 3
77 482 3
70 132 3
315 215 3
216 66 3
284 213 3
488 343 3
157 438 3
218 273 3
163 75 3
457 445 2
299 159 2
53 10 3
108 6 3
49 357 2
223 5 3
62 391 1
278 246 2
142 91 3
426 46 1
448 377 2
450 364 3
53 24 3
296 466 3
303 309 3
279 241 3
430 482 3
425 187 3
73 492 2
192 329 2
23 258 3
378 172 3
367 138 2
490 403 3
43 330 3
1 332 2
108 19 3
147 33 1
233 153 2
369 359 3
390 318 3
76 115 3
218 275 3
18 182 2
18 244 3
249 308 3
297 315 2
113 76 2
358 436 3
343 65 3
280 114 2
228 381 3
325 56 1
53 346 3
233 157 3
258 264 1
234 398 2
28 95 3
313 194 1
18 172 2
367 266 3
188 108 2
317 74 2
234 440 3
417 138 2
485 456 3
135 63 3
143 14 2
251 428 2
252 41 3
102 85 1
460 313 3
397 398 3
392 287 3
57 29 3
175 316 3
340 30 1
425 443 2
434 69 3
285 116 2
38 344 2
143 345 3
192 134 3
59 13 2
490 393 3
253 125 1
140 296 2
337 457 3
146 190 1
453 200 2
176 470 3
109 66 3
468 409 2
362 329 3
466 264 3
126 70 2
276 39 3
499 130 2
206 469 3
358 215 3
27 311 1
231 45 2
7 112 3
377 340 2
206 371 2
329 282 3
235 428 3
485 277 3
497 197 3
45 319 1
74 270 3
152 355 3
399 257 3
31 242 3
372 353 3
224 317 1
159 225 2
482 410 3
307 290 2
3 162 3
217 144 3
275 443 2
368 433 2
488 166 3
221 201 3
334 312 2
63 472 3
397 51 3
83 436 2
353 83 3
476 407 2
490 317 3
125 162 3
497 240 3
287 30 2
214 441 3
218 232 3
41 73 2
498 99 3
394 54 2
416 50 2
105 39 3
439 155 3
25 446 3
56 401 3
310 235 1
302 151 2
430 393 3
281 173 2
130 20 2
93 278 3
169 71 1
455 500 2
451 135 3
478 337 3
31 387 2
412 317 3
306 261 1
286 238 2
63 102 3
223 93 3
93 430 2
316 112 3
385 400 2
105 212 2
237 157 3
109 196 2
80 453 3
489 389 3
128 361 1
292 240 2
146 411 3
161 235 3
145 290 2
259 74 3
360 28 1
241 205 2
273 496 3
189 187 2
465 66 2
356 402 3
56 467 3
78 306 2
146 488 3
157 395 3
424 414 3
353 323 3
1 127 1
93 224 2
169 317 3
412 47 2
166 171 2
95 94 3
432 287 1
429 30 3
248 121 3
365 481 2
32 184 2
495 386 3
57 98 1
255 13 2
284 478 3
36 178 3
45 40 2
72 432 3
23 225 1
349 274 3
234 377 3
210 440 1
296 125 2
20 209 3
9 168 2
313 485 3
300 296 3
189 424 1
234 448 3
326 169 3
62 454 3
345 291 2
98 390 3
291 203 3
235 400 3
412 60 3
434 473 2
402 74 3
73 238 3
416 378 1
233 29 3
152 495 3
92 401 3
433 88 2
69 473 3
429 149 3
124 431 3
149 493 3
232 182 3
352 430 2
25 409 3
219 221 1
261 338 2
347 456 3
370 436 2
468 83 2
288 76 3
441 287 2
159 485 2
78 50 3
355 102 2
477 489 2
449 51 3
157 136 1
314 437 3
75 62 3
301 356 2
265 67 3
39 473 3
471 453 3
215 223 2
343 328 3
29 433 1
4 329 3
485 83 3
109 22 1
59 270 3
158 265 3
64 227 3
403 179 2
438 455 3
404 107 1
46 51 2
313 454 3
191 218 2
357 451 3
267 398 3
348 240 1
494 185 2
150 400 3
177 262 2
421 21 2
189 485 3
124 235 2
498 464 3
105 155 3
270 272 1
236 425 2
123 364 3
220 111 1
138 447 2
277 34 3
105 197 1
39 425 2
224 26 3
137 20 2
115 79 2
418 102 3
140 463 1
372 219 2
397 152 3
397 136 2
384 470 3
475 226 3
251 302 2
358 90 2
212 416 3
64 314 1
91 116 2
93 98 3
99 215 1
215 119 2
421 19 3
411 114 2
315 2 2
181 271 3
74 41 1
333 381 2
201 83 3
92 41 2
454 185 2
103 461 3
408 460 3
302 478 3
17 162 3
282 94 2
135 411 3
205 148 3
111 32 1
479 272 2
236 437 3
112 272 1
266 30 3
50 224 3
3 318 2
490 69 2
499 274 3
16 193 1
452 427 2
278 231 3
177 152 3
409 115 3
380 295 3
479 267 2
188 266 2
379 251 3
144 354 1
492 19 2
271 259 3
327 155 2
23 72 2
460 36 3
381 396 1
169 500 2
70 205 3
489 470 1
404 283 2
210 368 3
171 11 1
4 438 2
332 483 3
117 387 1
194 154 3
12 310 3
62 427 1
6 209 3
139 287 3
135 491 2
45 274 3
87 413 3
484 67 3
14 386 3
145 340 3
412 269 2
372 347 3
393 7 3
167 190 2
429 220 2
247 309 3
9 392 3
292 76 2
427 443 3
304 188 2
36 460 3
96 284 3
34 223 2
376 159 2
36 123 3
44 249 2
2 361 3
155 375 3
422 107 1
322 398 2
148 393 3
360 174 2
89 115 2
232 257 3
129 448 2
97 78 2
155 114 3
270 251 1
363 470 3
168 96 3
261 91 3
326 369 2
490 394 3
15 210 2
226 324 2
115 191 3
180 219 1
89 420 2
215 6 3
425 435 3
384 269 2
133 466 3
121 168 1
279 161 2
438 311 3
144 35 2
19 494 2
255 376 3
368 225 3
91 119 2
99 348 3
439 350 1
351 467 3
331 186 3
181 230 1
465 211 3
405 477 3
65 280 1
333 495 3
40 462 3
19 497 1
152 178 2
403 442 3
293 410 1
87 262 2
133 324 3
447 425 3
387 277 2
21 373 3
204 296 1
483 420 2
451 106 3
157 316 3
230 89 2
389 295 3
72 29 3
277 193 2
208 191 3
403 428 2
5 115 3
460 334 3
90 423 3
341 432 3
227 413 3
343 48 1
3 403 3
194 283 3
436 486 1
488 316 2
210 293 3
240 122 3
456 240 2
466 127 3
23 107 1
404 311 2
220 26 3
118 224 2
397 326 2
294 256 3
290 311 3
421 426 3
399 301 3
81 8 1
266 440 2
243 396 3
36 359 1
85 160 2
411 197 3
199 162 3
481 295 2
23 125 3
312 104 2
146 49 2
301 323 3
114 355 3
166 158 2
12 223 3
415 274 3
429 479 2
117 156 3
120 237 1
380 358 2
129 331 3
443 222 3
404 449 2
324 152 3
164 11 3
279 33 2
140 366 3
329 245 3
106 233 2
364 414 3
181 319 3
79 55 2
221 277 3
189 202 2
43 56 2
152 339 3
116 246 2
416 236 2
287 12 3
154 230 1
476 214 2
494 485 3
309 49 3
76 3 2
470 266 3
102 436 1
331 449 2
392 381 3
344 465 1
281 8 2
320 304 3
364 319 2
147 473 2
115 159 3
439 348 1
130 319 2
442 64 3
139 249 3
87 401 2
10 40 3
286 339 3
20 190 3
266 9 3
418 313 2
364 431 3
490 210 3
55 352 2
192 321 3
131 128 3
460 147 2
498 446 2
254 276 3
2 302 2
379 406 3
284 354 3
324 154 1
58 351 2
445 75 3
192 466 2
16 431 2
238 182 3
123 27 2
453 260 2
336 414 3
274 50 1
186 128 2
215 205 3
403 425 2
430 119 3
151 4 3
171 371 3
31 108 2
429 102 3
498 314 1
392 256 2
65 214 3
377 239 1
425 97 3
52 271 3
160 133 1
233 364 2
462 313 3
216 392 3
33 470 3
5 474 3
453 400 1
131 339 2
228 270 3
40 73 1
483 349 3
325 87 3
26 367 1
288 334 3
62 10 3
413 224 1
480 435 2
212 242 3
379 206 1
21 258 2
162 80 3
121 369 1
108 386 3
163 192 3
498 465 3
182 417 2
117 196 3
402 21 1
440 271 3
494 396 3
28 297 3
86 24 2
131 177 3
28 430 1
207 433 2
34 73 3
81 353 2
67 145 2
398 463 3
66 374 2
415 96 2
423 132 3
133 444 1
302 197 2
365 445 3
270 217 2
349 105 2
173 47 3
182 126 2
410 250 2
61 463 3
185 136 3
8 319 2
400 148 3
53 118 1
187 206 2
101 208 3
99 241 1
471 500 2
438 381 3
479 192 1
454 4 2
420 182 3
8 154 3
450 74 3
166 129 3
453 388 3
342 447 2
220 117 3
164 345 1
327 256 3
84 480 3
287 388 3
448 64 2
284 434 3
1 460 1
476 58 2
319 290 3
217 242 3
495 92 2
257 203 3
343 74 1
464 322 2
214 112 3
362 138 1
474 165 3
174 124 3
382 198 3
416 333 2
496 473 3
178 57 3
253 158 2
125 164 3
144 171 3
228 266 2
66 154 3
98 311 1
400 54 3
456 266 3
34 460 1
370 58 3
405 188 3
482 8 2
350 385 2
398 304 3
268 99 3
303 358 2
215 274 3
63 62 2
257 323 3
134 158 3
325 330 1
90 194 2
319 77 3
422 154 3
214 440 3
469 359 3
191 416 3
294 300 2
225 53 3
170 405 2
256 54 2
270 118 3
333 253 3
475 50 3
194 18 3
260 172 2
468 487 2
166 442 3
14 257 2
431 433 3
432 68 3
477 103 3
340 482 2
410 487 3
11 68 1
172 395 3
76 102 3
400 34 1
43 16 3
273 482 3
409 105 2
127 106 2
336 467 3
146 452 2
94 164 3
174 475 3
462 330 1
408 309 3
25 229 3
48 371 1
423 470 2
441 475 3
317 67 3
2 452 3
222 115 3
363 350 1
301 188 3
429 272 3
377 455 3
120 32 3
392 397 3
455 156 1
418 485 2
242 112 3
72 327 3
471 156 2
71 54 3
285 454 1
185 109 2
151 53 3
447 218 2
182 73 3
432 107 3
218 470 3
432 379 2
495 319 3
336 238 2
166 293 3
207 395 3
167 337 1
338 475 3
414 388 3
27 406 1
189 131 3
272 226 3
4 472 1
442 300 2
276 26 3
45 88 2
296 278 2
427 146 3
111 251 1
252 395 2
60 461 3
422 414 3
415 205 2
61 284 3
223 195 3
61 7 3
132 408 3
250 128 1
121 4 2
51 482 3
117 14 1
491 325 2
34 292 3
27 266 3
259 448 2
436 177 3
15 270 1
46 19 2
147 150 3
362 203 2
248 183 3
161 355 3
459 47 1
236 181 3
342 228 3
379 361 2
377 224 2
125 433 3
40 374 2
226 238 3
249 126 3
201 17 2
159 130 3
18 96 3
320 342 3
43 4 2
378 337 3
423 66 1
171 405 3
348 235 3
165 229 2
402 212 2
86 26 3
288 121 3
219 452 2
223 298 3
25 423 3
267 397 2
156 57 3
169 357 1
382 313 3
19 164 3
75 264 1
104 450 2
106 209 3
283 390 1
307 411 2
2 456 3
129 186 1
322 187 3
292 53 3
324 398 3
202 280 2
60 442 3
169 188 3
483 239 2
417 366 3
423 161 2
291 172 2
331 424 3
430 165 1
356 48 2
297 481 3
237 347 1
49 475 3
68 60 3
106 151 1
405 197 3
471 15 3
190 458 1
58 275 2
358 374 3
154 176 1
198 492 3
17 182 3
183 465 1
473 434 2
69 155 3
191 140 2
139 67 2
59 20 3
43 489 1
201 353 2
419 183 3
483 6 2
302 417 2
352 296 3
290 343 1
7 297 2
462 66 3
236 242 1
494 427 2
419 37 3
13 495 3
295 342 2
227 438 3
38 212 1
398 57 2
327 38 3
177 395 2
14 444 2
309 448 3
399 281 3
422 145 2
142 384 3
448 137 3
451 356 2
191 188 3
