100 9505
6 54 3
1 54 3
16 38 1
69 24 3
10 41 3
20 90 1
26 92 2
39 80 3
51 17 2
56 92 3
28 95 3
55 49 2
64 10 3
32 31 3
68 27 1
21 67 2
20 96 3
95 70 3
66 86 2
38 98 3
53 89 2
29 6 2
65 96 3
16 73 1
77 94 2
77 64 3
65 81 2
52 11 3
7 5 3
83 91 3
39 98 3
14 95 3
14 51 2
23 40 2
33 90 3
84 42 3
13 45 3
30 57 3
31 27 2
93 5 3
94 22 3
65 12 3
55 61 2
96 60 3
40 3 2
28 76 3
95 33 3
99 63 3
81 84 2
36 16 3
4 90 1
60 64 3
98 22 3
42 33 1
67 43 2
31 95 3
53 18 1
81 28 2
90 9 3
20 39 2
42 41 2
50 22 3
88 99 3
26 74 3
92 24 3
76 83 1
22 71 2
84 64 3
28 74 2
69 86 3
97 72 3
24 81 3
91 51 3
84 6 3
55 66 3
60 8 3
21 97 3
72 67 1
43 51 3
68 67 3
90 18 2
61 26 2
55 83 3
32 97 3
70 23 2
70 67 3
11 46 1
92 31 2
21 48 3
30 50 3
90 63 3
90 68 3
33 89 2
65 2 2
2 27 3
47 12 2
67 92 2
33 22 3
28 85 2
91 70 2
48 74 3
82 41 1
54 14 3
32 36 3
95 51 1
28 94 3
85 98 3
33 28 3
35 25 3
78 16 3
50 88 1
76 49 2
16 59 3
44 65 1
90 70 2
9 57 3
30 100 1
99 35 2
55 26 3
48 11 2
19 90 3
57 67 3
34 66 1
63 65 3
56 49 3
24 62 2
42 40 2
68 12 3
29 52 1
19 95 3
5 56 3
68 29 1
23 19 3
61 72 3
9 51 2
71 92 2
53 80 3
41 72 3
16 43 2
51 81 3
34 94 2
21 4 2
42 11 3
25 37 2
59 16 3
29 64 3
27 72 1
37 45 2
74 59 3
64 80 3
13 24 2
3 81 3
59 11 1
62 49 3
62 9 3
62 37 1
78 92 2
56 31 3
71 27 1
9 42 2
49 92 3
44 93 3
65 48 2
34 99 3
59 81 1
44 35 2
58 17 3
33 65 3
98 52 2
90 30 3
55 43 1
48 29 3
3 61 3
68 19 3
49 88 3
9 89 3
50 8 3
52 72 3
60 56 3
23 97 3
60 59 3
86 44 3
27 41 2
4 8 2
66 68 3
25 24 3
89 7 2
64 33 3
97 53 3
3 79 3
82 93 3
90 84 2
96 18 2
1 28 3
42 72 2
70 72 3
14 63 3
76 25 2
66 91 3
60 53 3
96 30 2
84 97 2
92 69 3
98 84 3
91 17 2
27 12 3
93 28 1
3 44 2
82 23 3
25 89 1
25 10 2
50 55 3
42 13 3
66 30 3
51 16 3
88 23 2
73 77 2
74 92 3
77 51 3
75 30 2
4 49 3
2 91 2
8 33 2
89 54 3
70 26 3
95 21 3
94 68 3
42 3 1
72 95 3
53 20 3
32 98 2
12 95 3
18 62 3
99 22 3
47 15 2
28 84 3
31 62 2
49 83 3
86 41 3
10 58 3
48 93 3
91 89 3
26 42 2
6 17 2
71 51 3
60 13 2
5 28 2
24 36 3
22 51 1
53 52 2
76 4 3
66 82 2
79 20 2
36 6 3
60 39 3
21 62 3
95 85 3
70 77 2
38 67 2
92 25 3
39 74 2
76 7 2
37 44 3
2 18 3
7 57 3
89 26 3
86 78 2
67 32 2
61 56 3
83 100 1
29 26 2
43 81 3
19 81 1
56 22 2
21 61 3
98 9 1
37 15 2
57 38 3
49 42 2
84 95 3
47 28 3
35 40 1
30 74 2
8 34 3
65 11 1
63 77 3
34 19 3
23 14 3
74 99 3
49 25 3
33 15 2
9 28 3
40 38 3
30 59 2
47 61 2
77 54 3
23 82 3
84 40 3
36 52 3
2 20 2
68 43 2
68 5 3
69 100 1
24 61 2
71 28 3
29 23 3
95 80 2
53 14 3
67 18 1
94 9 3
43 84 3
10 48 1
52 89 2
74 25 3
62 84 1
84 21 3
17 47 3
92 46 2
59 34 2
38 96 3
11 87 1
6 87 2
66 33 3
7 20 1
63 18 2
64 84 3
36 98 1
85 89 2
97 52 3
53 64 1
90 92 2
83 55 3
19 41 2
84 33 3
89 75 3
10 12 3
57 51 2
97 96 3
32 93 1
95 58 3
68 3 3
60 58 2
6 27 2
20 27 3
47 50 1
34 73 2
13 50 3
44 86 3
23 45 3
81 64 3
91 34 1
48 84 2
88 40 3
83 14 2
41 34 3
21 68 3
64 12 1
24 23 3
89 58 3
10 65 1
89 61 3
49 23 3
87 67 1
21 96 3
81 63 3
27 58 1
86 38 3
71 39 3
27 75 1
73 68 2
41 73 3
19 75 3
62 24 2
84 2 3
92 100 1
11 81 2
61 89 3
69 31 2
86 88 3
15 34 3
88 30 3
50 16 2
88 24 3
74 71 3
66 19 2
28 8 3
58 42 3
84 55 2
93 80 3
87 32 3
58 56 3
27 18 3
43 68 2
44 40 2
80 60 3
29 53 3
98 85 3
28 50 3
12 88 3
26 93 2
13 10 3
79 74 1
78 89 2
86 100 3
15 57 1
21 17 3
50 6 3
65 75 1
59 9 2
9 49 3
96 97 3
74 27 2
88 20 3
27 14 3
4 32 3
38 78 3
58 29 1
38 19 2
51 73 3
17 37 3
90 97 3
96 35 3
44 97 3
53 11 2
91 76 3
42 63 1
65 21 2
96 53 3
81 57 2
9 4 2
58 35 3
77 61 2
8 54 3
58 85 3
41 79 3
31 92 2
33 31 3
73 32 2
59 78 2
22 95 3
87 38 3
28 37 3
9 58 3
47 91 2
66 16 2
32 27 3
69 52 1
60 10 3
70 29 3
94 87 1
53 68 3
86 14 3
61 17 1
27 42 3
45 8 3
72 81 3
98 31 2
84 10 3
11 65 1
44 26 2
7 64 3
55 68 3
23 54 2
21 80 3
9 64 2
39 93 3
92 60 3
57 42 1
1 21 2
57 80 3
35 11 1
17 60 3
67 10 3
47 10 2
43 29 2
21 56 3
57 3 3
60 51 2
41 52 3
55 94 3
94 11 3
98 96 3
7 50 3
10 26 2
21 47 3
34 62 3
50 38 2
98 38 3
83 32 3
65 29 2
96 28 3
79 14 1
6 65 3
54 82 3
80 43 3
43 70 3
32 90 3
77 73 2
7 33 3
19 68 3
18 51 2
12 99 3
69 7 3
69 89 2
31 3 3
44 7 3
18 85 2
36 71 2
50 77 3
76 30 1
83 61 2
72 50 3
22 62 3
74 29 2
38 71 3
39 26 2
77 39 3
6 66 3
78 28 1
8 93 2
27 4 3
4 20 1
43 69 2
46 3 3
22 91 2
2 42 2
87 43 3
70 82 2
4 11 2
9 67 3
78 8 2
8 94 2
87 35 3
86 90 1
47 51 2
1 12 3
87 94 1
6 72 3
99 73 3
73 81 1
81 90 2
90 11 3
77 41 1
96 74 3
44 74 3
91 6 1
21 55 2
94 95 3
13 30 3
65 57 3
24 18 3
83 16 1
92 89 3
44 29 3
24 54 3
32 84 2
68 8 3
4 38 3
87 70 3
70 100 3
33 96 2
91 81 2
99 4 3
24 13 2
61 68 2
45 27 3
8 4 2
22 11 2
42 23 3
40 21 1
93 42 2
20 94 3
64 92 1
57 93 3
27 83 3
93 56 3
87 10 2
8 25 3
23 21 2
11 4 2
61 64 3
43 16 2
43 34 3
57 7 3
2 40 1
70 76 2
30 13 3
5 4 1
50 43 3
73 87 3
98 30 1
63 23 3
81 20 3
16 79 1
83 77 2
45 85 3
57 61 3
63 20 2
85 13 3
60 3 2
48 42 2
2 64 3
18 11 1
41 29 2
76 27 3
91 80 1
34 17 3
99 77 3
65 98 3
42 91 2
35 21 3
43 41 2
78 85 2
26 65 3
45 36 2
22 85 3
78 13 3
36 77 1
95 56 2
71 97 3
40 80 3
16 89 2
89 91 3
30 9 3
30 58 2
14 55 3
11 14 1
71 30 3
56 61 3
62 8 2
60 30 2
34 46 3
49 75 2
83 71 2
76 97 3
99 42 1
96 57 2
23 91 3
42 87 1
95 99 2
56 97 3
54 64 1
80 49 2
6 16 3
3 98 2
9 63 2
16 33 3
26 90 1
24 65 3
70 36 3
43 67 2
4 56 2
30 90 3
40 86 1
75 86 2
37 88 3
23 52 1
19 96 2
93 77 3
31 18 1
13 60 2
48 89 3
69 75 2
92 88 2
36 9 3
63 4 1
44 69 2
44 64 3
75 62 3
43 37 2
50 13 3
52 51 3
11 17 2
45 49 3
93 30 1
30 72 2
96 23 3
10 25 2
29 57 2
34 67 3
92 64 1
51 86 3
23 80 3
13 38 2
5 71 3
26 22 3
91 90 1
82 96 2
50 95 3
46 30 3
95 63 3
32 20 3
22 80 1
62 68 3
66 71 3
43 6 3
56 89 2
56 79 3
81 5 1
29 14 2
62 61 3
9 32 2
69 97 3
5 24 3
86 61 2
3 30 2
28 68 3
18 47 3
86 29 2
37 31 3
33 12 3
66 87 2
99 13 3
4 94 2
22 7 2
80 59 3
84 27 1
36 3 2
51 33 3
62 71 3
34 98 3
49 48 3
88 58 3
87 19 2
99 67 3
18 88 3
86 6 2
39 77 3
50 97 1
31 79 2
36 76 3
38 72 3
44 75 2
97 23 3
17 89 1
98 94 2
57 70 3
12 58 1
23 71 3
81 88 3
75 33 3
79 12 3
21 99 3
31 49 1
76 59 2
41 91 3
24 37 3
28 40 2
67 47 3
86 60 3
12 51 2
21 70 3
3 53 2
1 36 2
68 4 3
4 18 1
92 66 2
44 39 3
56 35 1
62 67 3
78 84 3
25 9 2
42 71 2
21 29 3
80 11 1
47 82 2
79 13 3
88 5 3
61 6 3
40 29 3
93 45 2
40 67 2
36 47 3
24 68 1
20 19 3
54 99 3
8 36 3
72 76 2
18 7 3
18 4 1
29 82 2
69 5 3
82 39 3
50 36 3
67 8 3
70 27 3
60 81 2
77 22 3
66 77 1
82 2 2
43 58 3
33 40 3
54 3 3
28 39 3
53 17 2
51 83 2
20 78 3
57 21 2
66 41 3
7 3 3
23 75 3
7 55 3
27 70 3
76 29 3
8 11 3
70 74 3
79 18 3
49 90 3
86 93 3
65 56 3
27 29 2
49 58 3
30 36 1
46 70 3
40 84 3
6 37 1
95 27 3
53 82 3
95 61 3
47 25 2
24 50 3
38 32 2
83 4 3
44 90 3
25 20 2
1 5 2
74 85 3
9 46 1
27 9 2
29 48 3
51 62 1
39 27 2
30 18 3
16 8 3
29 22 2
62 45 3
48 35 1
16 48 3
41 65 3
65 16 3
83 72 3
74 78 3
26 44 2
2 76 2
12 100 3
16 27 1
38 11 3
2 92 3
93 22 2
42 73 2
88 43 3
36 14 3
85 32 2
72 83 3
97 100 1
36 29 2
82 100 3
28 10 1
99 16 2
21 25 3
92 48 1
10 9 2
96 11 3
59 8 3
62 95 2
94 51 3
78 25 1
8 90 3
96 46 3
27 63 3
84 65 2
58 44 3
72 77 2
19 18 2
97 28 3
53 8 2
66 37 3
5 92 3
8 2 3
57 29 2
11 12 3
72 34 3
87 68 2
34 49 3
76 19 2
98 15 2
78 43 3
63 29 3
94 31 3
25 72 3
32 67 2
32 6 2
77 76 3
7 69 3
96 64 2
40 9 3
30 95 1
69 83 2
49 87 3
49 50 1
82 75 2
16 51 3
39 52 2
38 69 2
21 8 3
11 92 3
54 85 3
82 60 3
28 56 2
95 92 3
7 91 3
44 58 3
12 29 2
77 19 3
74 34 3
2 51 2
94 50 3
42 57 1
31 99 2
71 58 3
69 92 3
30 12 2
11 25 3
11 50 2
99 5 3
31 59 3
55 73 3
67 28 2
34 42 3
59 41 2
73 34 2
63 91 3
72 79 2
80 82 3
86 85 3
14 70 1
93 9 3
1 67 3
51 28 3
60 89 2
40 73 3
88 47 2
46 66 2
42 60 3
45 78 1
14 47 3
68 98 3
29 67 1
73 6 2
84 67 3
47 38 1
78 67 3
92 19 3
71 87 1
67 76 3
80 36 3
61 98 1
98 3 2
56 40 3
52 24 3
81 6 3
77 35 3
20 62 2
33 8 2
34 100 3
11 75 2
6 88 3
39 22 3
83 38 2
52 80 2
62 65 3
90 98 3
85 81 3
14 27 3
57 86 2
94 73 2
83 23 3
8 80 3
8 63 2
11 60 3
37 84 3
94 17 3
3 9 3
59 57 2
97 62 2
58 51 3
6 20 1
69 58 2
40 32 3
1 6 1
96 38 3
40 89 3
58 22 1
43 65 2
89 59 3
75 92 3
63 87 3
12 39 3
65 86 3
66 59 3
4 93 3
86 98 2
6 14 2
30 67 3
28 52 1
17 68 2
8 73 3
59 70 1
37 52 2
39 60 3
43 46 1
64 6 2
26 2 3
70 7 1
43 72 3
81 86 3
69 10 2
49 72 2
83 56 3
74 58 2
63 71 3
26 33 3
49 30 3
72 20 2
91 98 3
52 100 1
31 80 2
65 66 3
32 3 3
32 35 3
88 7 3
65 94 1
27 36 3
64 19 3
7 6 1
64 25 3
9 55 3
48 40 2
82 18 2
58 24 3
6 30 1
71 9 2
43 14 3
36 60 3
9 7 2
79 62 3
91 25 3
71 88 3
33 60 3
67 98 3
32 13 2
30 31 3
82 16 3
20 9 2
10 3 3
96 92 2
60 41 2
6 68 3
55 92 1
20 35 2
16 90 3
11 37 2
60 90 3
45 31 3
24 88 3
43 40 2
37 60 3
88 56 3
26 8 2
28 33 3
66 15 2
21 72 2
41 63 3
48 92 1
82 19 2
43 54 3
8 51 2
76 32 3
43 38 3
21 46 1
92 80 3
39 82 3
93 13 2
16 19 2
11 93 3
87 81 3
81 98 3
29 34 3
65 47 1
37 50 2
66 27 3
38 44 2
59 24 2
25 31 3
33 87 2
46 96 3
46 15 3
97 25 2
84 75 3
67 70 3
62 88 2
93 95 2
94 47 3
82 53 3
17 28 2
77 53 3
75 10 1
10 97 2
50 84 3
57 96 2
53 96 3
63 55 3
9 75 2
45 79 2
87 46 3
87 54 1
43 60 3
4 87 3
15 58 3
48 22 3
48 39 3
86 8 1
90 36 2
95 67 3
30 91 2
48 3 2
47 78 3
44 25 3
20 100 2
91 66 3
64 58 3
72 88 2
40 91 3
23 39 2
77 46 2
23 93 3
39 69 1
14 88 2
37 24 3
19 91 3
47 46 2
14 54 3
27 7 2
17 11 2
90 85 3
63 33 3
53 84 2
38 51 3
26 40 3
14 82 2
85 19 3
25 78 1
61 39 3
92 28 3
70 98 3
94 33 3
52 44 3
93 36 3
18 55 2
58 64 3
62 39 2
10 19 2
34 74 3
20 93 3
22 75 3
10 49 3
46 74 2
46 65 3
17 66 3
53 30 1
14 29 2
10 44 3
85 78 2
2 44 2
57 95 3
1 23 1
1 39 2
12 28 3
99 71 2
45 57 3
63 79 3
31 6 1
87 56 2
56 19 3
33 73 2
80 79 3
73 30 3
46 21 1
60 49 2
76 21 3
19 78 1
15 93 2
31 7 3
66 88 3
62 74 3
66 25 3
86 47 2
85 6 2
11 94 3
96 67 3
57 22 2
86 51 3
6 69 3
99 95 2
5 88 3
17 69 1
97 16 2
49 62 3
14 34 2
50 11 2
25 14 3
84 34 2
36 15 2
6 10 3
24 83 2
47 56 2
86 4 3
83 13 2
80 58 3
72 64 3
6 42 1
94 67 3
77 79 3
24 66 1
40 94 2
50 63 3
23 44 1
3 92 3
13 9 3
51 30 3
47 34 3
2 19 3
97 50 1
95 75 2
97 32 3
7 89 2
10 79 3
91 49 3
32 16 1
31 40 3
34 50 3
86 74 1
42 47 3
16 92 3
71 24 2
7 72 2
30 70 3
58 68 3
7 51 3
83 54 3
76 93 3
61 19 2
70 95 3
24 84 3
7 62 2
48 12 3
15 94 1
55 20 3
33 95 3
51 49 2
13 12 2
24 76 3
13 3 3
6 85 2
74 23 3
29 61 1
36 54 3
9 78 3
76 47 2
98 100 2
57 6 3
31 22 2
94 72 2
93 44 3
69 42 1
36 90 2
76 89 3
82 51 2
42 46 2
65 4 3
18 6 2
35 83 2
22 88 3
69 14 1
76 64 2
22 45 3
1 62 1
66 79 2
66 3 3
62 40 3
78 80 2
10 73 3
72 86 1
22 52 3
95 82 3
58 2 1
5 72 2
37 28 3
48 63 1
45 71 2
48 52 3
96 76 2
29 47 2
99 47 3
85 68 2
38 43 3
76 39 3
34 9 1
28 24 2
60 71 3
10 31 1
8 24 2
38 56 3
46 90 3
51 63 2
34 4 3
64 59 2
67 80 3
70 86 3
95 91 2
43 4 3
68 53 3
9 61 3
9 66 3
5 39 3
1 61 1
4 84 3
97 36 3
89 18 1
13 39 2
59 100 3
2 90 1
86 76 2
85 62 3
85 65 3
63 32 2
14 36 3
6 77 1
29 19 3
14 41 3
62 29 2
35 15 2
79 42 3
88 45 2
88 54 3
58 47 3
31 32 3
52 39 2
22 83 3
82 21 3
94 20 3
72 24 3
7 73 1
51 20 2
8 76 3
59 92 3
23 26 3
39 61 3
38 93 3
56 30 3
8 20 3
89 71 1
7 56 2
5 76 3
74 83 3
77 7 2
11 88 3
80 81 2
56 91 2
73 2 3
98 63 1
36 99 3
86 31 3
63 88 2
10 88 3
85 8 3
28 61 3
59 29 3
95 68 3
21 11 2
57 60 2
54 29 3
76 81 3
42 62 3
12 52 3
25 77 1
2 84 3
42 39 3
41 76 3
75 16 2
92 15 3
38 68 1
5 67 2
5 95 3
56 24 1
16 57 3
82 55 3
98 48 2
43 91 3
55 72 3
34 38 2
12 15 2
27 87 3
82 95 3
58 20 2
86 64 3
37 10 1
59 32 3
7 36 3
82 5 2
83 24 2
97 71 3
26 21 2
76 17 2
43 78 3
57 11 2
43 12 2
5 29 3
58 77 1
35 2 2
74 22 3
3 14 1
14 33 2
40 60 3
89 15 1
22 6 3
41 89 3
92 90 2
23 88 2
34 11 3
39 12 3
67 42 3
85 35 3
84 22 1
98 21 3
36 95 3
96 59 3
29 54 3
21 82 3
36 40 3
64 45 2
77 84 3
29 98 1
37 25 2
3 31 3
43 20 1
12 75 3
79 85 3
29 68 1
46 92 2
87 12 3
84 61 3
22 2 2
80 92 3
85 34 2
10 33 2
34 71 3
8 64 1
2 67 2
2 41 3
43 79 1
6 19 3
97 81 3
87 71 1
88 39 3
48 53 3
85 3 3
64 28 2
21 73 3
95 13 1
60 9 2
94 24 3
24 7 3
25 66 3
1 68 3
43 61 1
97 93 2
42 81 3
40 18 2
19 4 2
96 47 3
44 17 3
7 34 2
44 98 3
53 34 2
11 78 3
91 71 3
78 18 1
14 10 3
14 62 3
57 43 1
35 18 3
43 19 3
59 50 1
86 89 3
69 19 3
71 82 1
12 14 2
24 80 3
44 67 1
8 22 2
93 38 3
16 93 2
79 9 2
18 65 3
88 29 1
83 69 2
66 57 3
81 83 3
91 95 2
51 42 3
77 80 3
14 20 2
54 17 3
13 65 2
84 63 2
38 48 3
32 2 1
68 34 2
96 13 3
13 58 3
51 24 2
17 44 3
38 81 2
9 62 3
92 35 3
18 69 2
17 75 2
36 48 3
52 57 2
25 75 2
32 83 3
10 32 1
42 37 2
80 44 3
85 84 1
27 33 3
8 37 3
16 75 2
21 6 2
99 97 3
37 34 1
64 100 2
25 28 3
19 72 2
41 57 3
11 51 3
42 99 1
59 95 2
54 50 3
10 28 1
37 40 2
9 30 3
40 57 2
81 80 2
53 46 3
94 78 3
67 41 2
69 6 3
70 31 1
74 33 2
60 36 3
13 53 1
85 74 3
67 25 3
17 29 2
21 51 2
68 72 3
78 14 3
52 47 3
25 57 3
68 38 1
71 17 3
18 50 3
22 58 1
6 48 2
7 66 3
68 87 2
50 15 2
48 7 3
21 64 2
38 59 3
29 99 3
81 36 1
21 49 3
92 95 3
73 7 1
30 35 3
60 52 3
88 55 3
49 100 2
44 85 3
91 4 2
10 18 2
17 38 3
48 27 2
7 90 2
75 71 3
22 38 2
10 46 2
76 78 3
84 50 3
86 19 2
92 53 3
28 97 3
45 3 2
18 81 3
95 59 2
27 81 3
57 45 3
42 43 3
56 50 2
26 56 3
66 8 3
84 83 3
38 63 3
57 53 1
17 91 2
16 29 3
61 93 1
70 20 3
94 52 3
53 39 2
35 58 3
65 33 3
28 100 1
90 43 2
86 99 3
41 33 3
29 77 3
80 85 3
10 30 3
95 26 2
20 59 3
68 24 1
20 22 2
90 16 3
82 9 2
86 84 2
91 55 3
70 19 1
62 91 3
9 88 3
17 5 3
78 35 3
42 92 3
89 95 3
2 22 2
69 99 3
26 96 3
19 40 2
36 5 3
79 29 3
77 86 2
60 20 3
10 75 1
40 75 2
61 79 3
52 33 2
66 21 2
43 80 3
84 58 3
14 39 2
98 11 3
64 8 1
39 73 2
33 88 3
29 60 2
22 87 2
52 67 3
44 15 3
30 48 3
55 38 3
70 61 1
10 81 2
8 59 3
68 73 2
44 38 2
87 28 3
64 93 2
94 35 2
86 12 3
24 78 2
22 92 3
72 18 3
24 85 2
34 28 2
93 100 3
42 21 1
91 18 2
64 48 3
82 34 1
30 60 2
33 32 3
64 23 3
66 74 2
36 17 3
37 79 3
44 70 2
4 88 3
63 35 2
44 9 2
98 24 3
12 46 2
3 72 2
77 71 3
99 27 2
5 90 2
87 90 3
34 40 3
39 2 3
36 8 3
74 9 3
49 82 2
86 67 3
81 94 3
47 81 2
1 85 3
85 63 1
11 97 2
75 53 3
33 62 2
59 80 3
86 79 3
72 25 3
50 4 2
74 11 3
55 46 1
14 77 3
42 55 3
63 76 2
84 74 2
76 95 3
5 57 2
3 29 3
17 94 3
83 34 3
45 17 2
79 15 3
60 35 1
73 49 2
25 19 3
70 56 1
30 38 2
37 78 3
23 96 3
73 37 3
3 77 3
4 25 1
64 32 3
63 99 3
14 9 2
40 65 3
6 25 3
91 5 1
46 10 2
5 55 3
30 82 2
59 35 2
69 37 3
70 16 3
89 46 3
47 53 3
94 48 3
66 81 3
80 71 3
13 82 3
84 81 2
92 59 3
52 28 1
56 73 2
8 39 3
69 36 3
6 23 2
40 58 3
50 73 1
47 24 2
72 41 3
59 4 2
68 76 2
49 37 3
1 26 1
15 12 2
21 88 3
99 55 2
62 94 2
13 62 3
19 14 2
9 16 2
67 7 3
25 45 3
18 32 2
74 4 3
24 21 3
35 75 2
56 83 3
33 58 1
20 45 2
43 2 3
38 7 3
50 82 3
96 9 3
91 37 1
99 68 2
90 49 3
94 100 1
8 92 2
22 32 3
20 60 3
85 52 2
39 5 3
28 15 2
50 9 2
58 13 3
44 45 3
37 71 2
69 98 3
82 64 2
48 86 2
70 58 3
42 8 2
97 67 2
51 37 3
84 46 3
27 77 3
86 69 3
71 90 1
67 85 2
30 71 3
1 86 1
66 12 2
54 79 3
11 34 3
25 49 3
49 43 3
29 92 1
57 34 2
52 95 3
27 39 2
96 72 3
8 32 3
8 95 1
10 86 2
89 74 3
1 90 1
48 8 3
24 94 3
22 17 1
57 59 2
59 60 3
2 58 1
70 32 2
57 9 3
27 40 2
45 20 2
29 63 3
96 69 1
7 79 3
56 82 3
38 25 3
76 43 3
83 40 3
53 60 3
82 54 3
10 94 3
86 46 3
99 85 3
54 60 3
74 31 3
95 74 3
19 48 3
20 44 1
93 18 2
8 19 3
41 37 3
26 59 2
87 98 3
36 10 3
45 88 2
80 32 3
23 99 1
93 12 2
39 97 3
90 73 1
23 68 3
64 38 3
95 14 3
3 34 2
55 88 3
94 8 2
50 93 2
4 17 3
25 36 2
7 87 2
20 68 3
90 44 3
62 97 2
46 89 3
90 69 2
50 32 3
44 78 3
96 56 1
37 39 2
74 43 3
4 41 3
76 65 2
85 5 3
73 22 2
26 57 2
75 7 3
30 25 2
60 14 2
34 26 3
84 9 3
81 52 3
48 72 3
64 88 3
1 58 2
19 5 3
65 91 3
86 10 2
87 82 3
83 33 2
61 97 2
42 84 3
37 5 3
61 35 3
54 98 3
86 33 3
34 53 2
39 17 3
40 12 2
97 82 2
32 30 3
21 60 1
22 72 2
38 20 3
95 45 3
84 13 3
67 16 3
79 8 3
6 3 2
63 70 3
49 14 2
57 81 2
12 68 3
45 96 2
93 63 2
16 31 3
53 15 3
5 11 2
51 19 3
15 84 2
13 33 2
82 35 3
53 22 3
80 94 2
75 4 3
77 66 1
15 45 2
99 57 3
85 45 3
66 83 2
46 93 3
40 59 3
51 92 2
91 85 3
75 89 3
50 79 2
32 76 3
27 44 3
68 85 2
34 41 3
19 50 1
55 25 2
9 94 3
90 81 2
31 53 3
30 66 3
42 100 1
38 58 2
83 6 3
77 44 3
62 23 2
79 94 3
26 29 2
74 16 2
58 15 3
42 89 2
49 36 2
90 15 3
52 77 3
89 9 3
17 30 3
85 72 1
70 17 3
43 92 3
18 67 1
15 8 3
62 16 3
66 2 1
72 30 2
10 5 3
60 76 1
65 54 3
55 96 3
46 24 3
5 45 2
53 92 3
40 49 3
21 87 2
40 33 3
10 57 1
18 56 2
25 67 3
5 62 2
92 94 2
40 95 3
57 63 1
33 51 3
48 9 3
78 70 2
89 35 2
28 21 3
81 60 2
5 78 3
61 78 3
31 35 2
75 21 2
27 64 3
34 51 1
7 78 3
63 60 3
50 24 3
29 91 2
95 87 3
67 59 3
44 62 2
76 53 3
65 27 3
17 12 3
93 76 3
11 90 3
39 53 2
37 57 3
69 38 2
55 79 2
22 69 3
46 99 1
28 54 2
22 90 3
52 21 2
81 10 2
92 75 3
95 9 1
64 81 3
36 88 3
94 13 1
89 51 3
74 72 3
13 75 1
21 63 2
1 44 3
34 60 1
41 64 2
4 99 3
18 89 1
29 5 3
72 29 3
30 8 3
74 75 3
74 26 3
93 17 1
93 64 2
20 92 3
2 71 1
79 86 3
5 17 3
9 8 1
77 72 2
71 3 3
39 87 3
65 59 2
7 24 3
85 86 3
63 92 2
2 96 3
32 47 3
49 74 2
31 44 3
26 3 2
89 21 2
57 23 3
49 85 3
30 11 3
4 97 3
42 88 3
13 83 2
48 43 3
25 96 3
12 25 2
40 47 3
77 74 2
24 89 2
37 29 3
2 77 3
5 85 3
22 53 3
12 96 2
9 14 2
23 4 3
89 68 1
17 36 3
95 60 3
23 10 1
23 43 2
85 93 3
35 80 1
99 93 2
14 84 3
26 15 1
18 41 2
14 78 3
57 88 1
3 67 2
28 72 3
16 45 2
62 12 3
70 65 3
46 35 3
56 66 2
40 79 3
61 30 3
61 12 2
98 53 3
69 56 3
3 71 3
38 49 3
17 14 3
38 100 2
8 79 3
16 30 3
33 36 2
17 86 3
72 94 2
77 99 3
45 7 3
57 17 1
27 15 2
5 31 3
12 89 1
38 77 3
98 65 3
94 77 2
99 2 2
78 11 3
83 41 1
62 14 3
4 7 3
31 61 1
47 84 2
88 71 3
54 75 1
45 55 2
49 63 3
93 6 3
89 42 2
15 41 3
79 55 2
27 79 2
29 44 3
92 82 1
59 63 2
95 90 3
96 55 3
54 72 2
70 71 3
89 94 2
66 13 2
80 77 3
35 90 3
94 34 2
84 36 3
52 42 2
99 69 3
45 34 3
50 61 3
72 45 3
25 56 3
1 65 1
87 30 2
56 3 3
5 81 1
71 73 2
54 4 3
2 95 2
2 75 2
11 23 3
56 32 3
47 69 3
98 79 3
38 55 3
20 48 2
83 70 3
90 74 2
90 13 3
98 90 3
53 12 3
33 23 3
23 63 3
50 34 3
48 17 3
68 56 3
18 91 2
98 26 2
50 99 3
56 59 3
3 84 2
28 80 3
38 30 2
38 76 2
18 71 3
85 51 1
4 40 2
93 84 3
68 79 1
24 95 2
88 81 3
97 78 1
11 41 2
92 79 3
10 24 3
53 49 2
97 15 3
18 78 1
59 30 2
54 83 3
71 85 2
10 90 2
27 86 3
95 77 2
5 97 2
24 55 3
70 53 2
62 86 3
93 86 3
37 49 3
16 84 2
76 77 3
70 24 2
9 25 2
6 43 3
14 5 1
22 14 3
62 6 3
16 5 1
24 47 2
55 24 3
23 65 1
2 100 2
15 49 3
83 42 3
5 35 2
56 76 3
60 44 2
54 23 2
33 63 3
89 4 3
85 95 3
80 38 3
94 25 3
23 94 2
88 48 3
10 72 1
82 63 2
28 14 3
37 7 3
34 95 3
35 84 3
42 15 3
28 17 2
75 72 3
34 81 1
43 86 2
8 74 3
27 53 1
55 60 3
59 45 3
44 95 2
94 79 3
73 96 3
30 24 2
48 34 2
30 22 3
83 78 2
55 3 2
6 90 3
51 65 1
87 80 2
99 48 3
29 71 3
41 45 3
65 49 3
12 87 3
80 37 2
66 29 3
27 92 3
1 91 2
72 55 3
69 25 2
75 24 2
48 24 3
31 12 3
5 26 3
92 56 3
47 33 1
51 54 2
96 29 3
94 57 3
6 83 3
61 36 3
69 96 1
46 8 3
58 98 3
28 90 2
75 41 3
75 59 3
35 34 1
66 92 2
19 84 3
22 29 2
9 36 3
